year,month,day,date,aam,dt,phase,amp
2004,2,13,2004-2-13,0.36,1.69,4.5,1.7
2004,2,14,2004-2-14,0.51,0.25,5.5,0.6
2004,2,15,2004-2-15,0.45,-0.37,7.5,0.6
2004,2,16,2004-2-16,0.45,0.02,6.5,0.4
2004,2,17,2004-2-17,0.47,0.78,5.5,0.9
2004,2,18,2004-2-18,0.64,1.31,5.5,1.5
2004,2,19,2004-2-19,0.77,0.68,5.5,1
2004,2,20,2004-2-20,0.84,0.98,5.5,1.3
2004,2,21,2004-2-21,1.03,1.45,5.5,1.8
2004,2,22,2004-2-22,1.18,0.92,5.5,1.5
2004,2,23,2004-2-23,1.26,0.57,5.5,1.4
2004,2,24,2004-2-24,1.32,-0.19,6.5,1.3
2004,2,25,2004-2-25,1.21,-1.17,7.5,1.7
2004,2,26,2004-2-26,1.04,-1.17,7.5,1.6
2004,2,27,2004-2-27,0.89,-2.01,7.5,2.2
2004,2,28,2004-2-28,0.54,-2.61,0.5,2.7
2004,2,29,2004-2-29,0.26,-1.61,0.5,1.6
2004,3,1,2004-3-1,0.09,-1.99,0.5,2
2004,3,2,2004-3-2,-0.24,-1.93,0.5,1.9
2004,3,3,2004-3-3,-0.38,-0.61,1.5,0.7
2004,3,4,2004-3-4,-0.47,-1.81,0.5,1.9
2004,3,5,2004-3-5,-0.84,-2.84,0.5,3
2004,3,6,2004-3-6,-1.13,-1.76,1.5,2.1
2004,3,7,2004-3-7,-1.29,-0.68,1.5,1.5
2004,3,8,2004-3-8,-1.33,-0.44,2.5,1.4
2004,3,9,2004-3-9,-1.4,-0.26,2.5,1.4
2004,3,10,2004-3-10,-1.39,0.37,2.5,1.4
2004,3,11,2004-3-11,-1.31,0.79,3.5,1.5
2004,3,12,2004-3-12,-1.19,0.95,3.5,1.5
2004,3,13,2004-3-13,-1.06,1.34,3.5,1.7
2004,3,14,2004-3-14,-0.85,1.59,3.5,1.8
2004,3,15,2004-3-15,-0.69,0.56,3.5,0.9
2004,3,16,2004-3-16,-0.68,0.32,3.5,0.8
2004,3,17,2004-3-17,-0.58,1.09,3.5,1.2
2004,3,18,2004-3-18,-0.4,2.11,4.5,2.1
2004,3,19,2004-3-19,-0.06,2.46,4.5,2.5
2004,3,20,2004-3-20,0.22,2.49,4.5,2.5
2004,3,21,2004-3-21,0.59,2.81,4.5,2.9
2004,3,22,2004-3-22,0.93,2.49,4.5,2.7
2004,3,23,2004-3-23,1.23,2.23,5.5,2.5
2004,3,24,2004-3-24,1.49,1.79,5.5,2.3
2004,3,25,2004-3-25,1.68,1.05,5.5,2
2004,3,26,2004-3-26,1.75,0.07,6.5,1.8
2004,3,27,2004-3-27,1.68,-1.35,7.5,2.2
2004,3,28,2004-3-28,1.44,-2.04,7.5,2.5
2004,3,29,2004-3-29,1.22,-1.03,7.5,1.6
2004,3,30,2004-3-30,1.16,-0.31,6.5,1.2
2004,3,31,2004-3-31,1.1,-0.72,7.5,1.3
2004,4,1,2004-4-1,0.99,-0.66,7.5,1.2
2004,4,2,2004-4-2,0.95,-0.13,6.5,1
2004,4,3,2004-4-3,0.95,0.1,6.5,1
2004,4,4,2004-4-4,0.95,-0.21,6.5,1
2004,4,5,2004-4-5,0.89,-0.68,7.5,1.1
2004,4,6,2004-4-6,0.82,0.12,6.5,0.8
2004,4,7,2004-4-7,0.92,0.89,5.5,1.3
2004,4,8,2004-4-8,1.01,0.66,5.5,1.2
2004,4,9,2004-4-9,1.06,-0.31,6.5,1.1
2004,4,10,2004-4-10,0.92,-1.59,7.5,1.8
2004,4,11,2004-4-11,0.69,-1.96,0.5,2.1
2004,4,12,2004-4-12,0.45,-1.47,0.5,1.5
2004,4,13,2004-4-13,0.33,-0.43,7.5,0.5
2004,4,14,2004-4-14,0.33,0.24,5.5,0.4
2004,4,15,2004-4-15,0.34,-0.36,7.5,0.5
2004,4,16,2004-4-16,0.22,-1.45,0.5,1.5
2004,4,17,2004-4-17,0,-1.59,0.5,1.6
2004,4,18,2004-4-18,-0.16,-0.75,0.5,0.8
2004,4,19,2004-4-19,-0.19,0.18,3.5,0.3
2004,4,20,2004-4-20,-0.16,-0.36,1.5,0.4
2004,4,21,2004-4-21,-0.31,-1.8,0.5,1.8
2004,4,22,2004-4-22,-0.59,-2.16,0.5,2.2
2004,4,23,2004-4-23,-0.82,-1.21,1.5,1.5
2004,4,24,2004-4-24,-0.92,-1.12,1.5,1.5
2004,4,25,2004-4-25,-1.11,-0.99,1.5,1.5
2004,4,26,2004-4-26,-1.12,1.07,3.5,1.5
2004,4,27,2004-4-27,-0.87,1.89,3.5,2.1
2004,4,28,2004-4-28,-0.69,0.84,3.5,1.1
2004,4,29,2004-4-29,-0.64,0.35,3.5,0.7
2004,4,30,2004-4-30,-0.59,0.3,3.5,0.7
2004,5,1,2004-5-1,-0.58,-0.32,1.5,0.7
2004,5,2,2004-5-2,-0.64,-0.21,2.5,0.7
2004,5,3,2004-5-3,-0.59,1.01,3.5,1.2
2004,5,4,2004-5-4,-0.39,1.98,4.5,2
2004,5,5,2004-5-5,-0.1,2.44,4.5,2.4
2004,5,6,2004-5-6,0.23,2.77,4.5,2.8
2004,5,7,2004-5-7,0.58,2.24,4.5,2.3
2004,5,8,2004-5-8,0.77,0.84,5.5,1.1
2004,5,9,2004-5-9,0.81,0.13,6.5,0.8
2004,5,10,2004-5-10,0.83,0.2,6.5,0.9
2004,5,11,2004-5-11,0.85,-0.49,7.5,1
2004,5,12,2004-5-12,0.73,-0.6,7.5,0.9
2004,5,13,2004-5-13,0.75,0.99,5.5,1.2
2004,5,14,2004-5-14,0.97,2.08,5.5,2.3
2004,5,15,2004-5-15,1.22,1.27,5.5,1.8
2004,5,16,2004-5-16,1.27,-0.17,6.5,1.3
2004,5,17,2004-5-17,1.21,-0.48,6.5,1.3
2004,5,18,2004-5-18,1.17,-0.3,6.5,1.2
2004,5,19,2004-5-19,1.13,-0.25,6.5,1.2
2004,5,20,2004-5-20,1.09,-0.41,6.5,1.2
2004,5,21,2004-5-21,1,-1.34,7.5,1.7
2004,5,22,2004-5-22,0.75,-2.28,0.5,2.4
2004,5,23,2004-5-23,0.45,-2.07,0.5,2.1
2004,5,24,2004-5-24,0.21,-2.04,0.5,2
2004,5,25,2004-5-25,-0.09,-2.5,0.5,2.5
2004,5,26,2004-5-26,-0.4,-2.12,0.5,2.2
2004,5,27,2004-5-27,-0.63,-1.6,0.5,1.7
2004,5,28,2004-5-28,-0.85,-2.31,0.5,2.5
2004,5,29,2004-5-29,-1.19,-1.75,1.5,2.1
2004,5,30,2004-5-30,-1.28,-0.5,2.5,1.4
2004,5,31,2004-5-31,-1.35,-0.5,2.5,1.4
2004,6,1,2004-6-1,-1.39,0.28,2.5,1.4
2004,6,2,2004-6-2,-1.28,1.04,3.5,1.6
2004,6,3,2004-6-3,-1.12,1.76,3.5,2.1
2004,6,4,2004-6-4,-0.84,2.02,3.5,2.2
2004,6,5,2004-6-5,-0.63,1.46,3.5,1.6
2004,6,6,2004-6-6,-0.44,1.96,4.5,2
2004,6,7,2004-6-7,-0.15,1.45,4.5,1.5
2004,6,8,2004-6-8,-0.08,0.44,4.5,0.4
2004,6,9,2004-6-9,-0.02,0.28,4.5,0.3
2004,6,10,2004-6-10,0,0.28,4.5,0.3
2004,6,11,2004-6-11,0.1,1.56,4.5,1.6
2004,6,12,2004-6-12,0.37,1.94,4.5,2
2004,6,13,2004-6-13,0.52,0.12,6.5,0.5
2004,6,14,2004-6-14,0.42,-1.05,0.5,1.1
2004,6,15,2004-6-15,0.3,-1.07,0.5,1.1
2004,6,16,2004-6-16,0.17,-0.65,0.5,0.7
2004,6,17,2004-6-17,0.18,1.41,4.5,1.4
2004,6,18,2004-6-18,0.46,1.46,4.5,1.5
2004,6,19,2004-6-19,0.47,-0.93,7.5,1
2004,6,20,2004-6-20,0.29,-1.25,0.5,1.3
2004,6,21,2004-6-21,0.18,-0.82,0.5,0.8
2004,6,22,2004-6-22,0.05,-1.44,0.5,1.4
2004,6,23,2004-6-23,-0.17,-1.45,0.5,1.5
2004,6,24,2004-6-24,-0.29,-0.42,1.5,0.5
2004,6,25,2004-6-25,-0.31,-0.4,1.5,0.5
2004,6,26,2004-6-26,-0.41,-0.62,1.5,0.7
2004,6,27,2004-6-27,-0.44,0.27,3.5,0.5
2004,6,28,2004-6-28,-0.36,0.53,3.5,0.6
2004,6,29,2004-6-29,-0.33,-0.09,2.5,0.3
2004,6,30,2004-6-30,-0.34,0.59,3.5,0.7
2004,7,1,2004-7-1,-0.2,0.58,4.5,0.6
2004,7,2,2004-7-2,-0.24,-0.81,0.5,0.8
2004,7,3,2004-7-3,-0.38,-1.13,0.5,1.2
2004,7,4,2004-7-4,-0.5,-0.69,1.5,0.9
2004,7,5,2004-7-5,-0.55,-0.17,2.5,0.6
2004,7,6,2004-7-6,-0.57,-0.37,1.5,0.7
2004,7,7,2004-7-7,-0.64,-0.43,1.5,0.8
2004,7,8,2004-7-8,-0.67,-0.07,2.5,0.7
2004,7,9,2004-7-9,-0.68,-0.43,1.5,0.8
2004,7,10,2004-7-10,-0.75,0.14,2.5,0.8
2004,7,11,2004-7-11,-0.63,1.19,3.5,1.3
2004,7,12,2004-7-12,-0.51,0.05,2.5,0.5
2004,7,13,2004-7-13,-0.61,-0.84,1.5,1
2004,7,14,2004-7-14,-0.67,-0.01,2.5,0.7
2004,7,15,2004-7-15,-0.63,0.05,2.5,0.6
2004,7,16,2004-7-16,-0.65,0.52,3.5,0.8
2004,7,17,2004-7-17,-0.5,1.1,3.5,1.2
2004,7,18,2004-7-18,-0.39,0.89,3.5,1
2004,7,19,2004-7-19,-0.26,0.96,4.5,1
2004,7,20,2004-7-20,-0.14,1.22,4.5,1.2
2004,7,21,2004-7-21,0.03,0.81,4.5,0.8
2004,7,22,2004-7-22,0.05,-0.11,7.5,0.1
2004,7,23,2004-7-23,0.03,-0.01,6.5,0
2004,7,24,2004-7-24,0.06,0.34,4.5,0.3
2004,7,25,2004-7-25,0.09,-0.24,0.5,0.3
2004,7,26,2004-7-26,0.01,-0.49,0.5,0.5
2004,7,27,2004-7-27,-0.03,-0.76,0.5,0.8
2004,7,28,2004-7-28,-0.17,-0.62,0.5,0.6
2004,7,29,2004-7-29,-0.15,0.7,4.5,0.7
2004,7,30,2004-7-30,0.01,1.94,4.5,1.9
2004,7,31,2004-7-31,0.31,2.17,4.5,2.2
2004,8,1,2004-8-1,0.54,1.95,4.5,2
2004,8,2,2004-8-2,0.78,0.87,5.5,1.2
2004,8,3,2004-8-3,0.74,-0.93,7.5,1.2
2004,8,4,2004-8-4,0.58,-1.52,0.5,1.6
2004,8,5,2004-8-5,0.41,-0.7,7.5,0.8
2004,8,6,2004-8-6,0.43,0.92,5.5,1
2004,8,7,2004-8-7,0.61,1.39,5.5,1.5
2004,8,8,2004-8-8,0.76,1.26,5.5,1.5
2004,8,9,2004-8-9,0.91,0.31,6.5,1
2004,8,10,2004-8-10,0.87,0.12,6.5,0.9
2004,8,11,2004-8-11,0.98,1.46,5.5,1.8
2004,8,12,2004-8-12,1.2,1.48,5.5,1.9
2004,8,13,2004-8-13,1.32,0.45,6.5,1.4
2004,8,14,2004-8-14,1.3,-1.08,7.5,1.7
2004,8,15,2004-8-15,1.09,-1.28,7.5,1.7
2004,8,16,2004-8-16,1.01,-0.45,7.5,1.1
2004,8,17,2004-8-17,0.99,0.82,5.5,1.3
2004,8,18,2004-8-18,1.21,1.92,5.5,2.3
2004,8,19,2004-8-19,1.42,0.89,5.5,1.7
2004,8,20,2004-8-20,1.42,-0.5,6.5,1.5
2004,8,21,2004-8-21,1.31,-1.16,7.5,1.8
2004,8,22,2004-8-22,1.16,-0.91,7.5,1.5
2004,8,23,2004-8-23,1.1,-0.01,6.5,1.1
2004,8,24,2004-8-24,1.12,-0.34,6.5,1.2
2004,8,25,2004-8-25,0.99,-1.16,7.5,1.5
2004,8,26,2004-8-26,0.84,-1.21,7.5,1.5
2004,8,27,2004-8-27,0.69,-1.13,7.5,1.3
2004,8,28,2004-8-28,0.57,-0.57,7.5,0.8
2004,8,29,2004-8-29,0.55,0.26,5.5,0.6
2004,8,30,2004-8-30,0.59,-0.27,7.5,0.7
2004,8,31,2004-8-31,0.47,-0.99,7.5,1.1
2004,9,1,2004-9-1,0.35,-1.27,0.5,1.3
2004,9,2,2004-9-2,0.13,-1.94,0.5,1.9
2004,9,3,2004-9-3,-0.12,-1.5,0.5,1.5
2004,9,4,2004-9-4,-0.27,-1.5,0.5,1.5
2004,9,5,2004-9-5,-0.53,-2.51,0.5,2.6
2004,9,6,2004-9-6,-0.88,-2.37,0.5,2.5
2004,9,7,2004-9-7,-1.12,-1.73,1.5,2.1
2004,9,8,2004-9-8,-1.33,-1.51,1.5,2
2004,9,9,2004-9-9,-1.5,-0.81,1.5,1.7
2004,9,10,2004-9-10,-1.52,0.52,2.5,1.6
2004,9,11,2004-9-11,-1.36,1.83,3.5,2.3
2004,9,12,2004-9-12,-1.07,2.45,3.5,2.7
2004,9,13,2004-9-13,-0.77,2.15,4.5,2.3
2004,9,14,2004-9-14,-0.55,0.85,3.5,1
2004,9,15,2004-9-15,-0.53,0.33,3.5,0.6
2004,9,16,2004-9-16,-0.45,0.3,3.5,0.5
2004,9,17,2004-9-17,-0.47,-0.37,1.5,0.6
2004,9,18,2004-9-18,-0.55,-1.02,1.5,1.2
2004,9,19,2004-9-19,-0.71,-1.04,1.5,1.3
2004,9,20,2004-9-20,-0.81,-0.9,1.5,1.2
2004,9,21,2004-9-21,-0.93,-0.67,1.5,1.1
2004,9,22,2004-9-22,-0.94,0.77,3.5,1.2
2004,9,23,2004-9-23,-0.76,1.4,3.5,1.6
2004,9,24,2004-9-24,-0.62,0.86,3.5,1.1
2004,9,25,2004-9-25,-0.55,0.07,2.5,0.6
2004,9,26,2004-9-26,-0.56,0.74,3.5,0.9
2004,9,27,2004-9-27,-0.37,0.97,4.5,1
2004,9,28,2004-9-28,-0.35,-0.26,1.5,0.4
2004,9,29,2004-9-29,-0.41,-0.56,1.5,0.7
2004,9,30,2004-9-30,-0.47,-0.06,2.5,0.5
2004,10,1,2004-10-1,-0.42,0.41,3.5,0.6
2004,10,2,2004-10-2,-0.37,0.68,3.5,0.8
2004,10,3,2004-10-3,-0.23,1.59,4.5,1.6
2004,10,4,2004-10-4,0.03,2.24,4.5,2.2
2004,10,5,2004-10-5,0.32,2.27,4.5,2.3
2004,10,6,2004-10-6,0.58,1.24,5.5,1.4
2004,10,7,2004-10-7,0.61,-0.81,7.5,1
2004,10,8,2004-10-8,0.43,-1.17,0.5,1.2
2004,10,9,2004-10-9,0.36,0.07,6.5,0.4
2004,10,10,2004-10-10,0.42,0.5,5.5,0.7
2004,10,11,2004-10-11,0.46,-0.16,6.5,0.5
2004,10,12,2004-10-12,0.39,-0.56,7.5,0.7
2004,10,13,2004-10-13,0.33,-0.36,7.5,0.5
2004,10,14,2004-10-14,0.28,-0.51,7.5,0.6
2004,10,15,2004-10-15,0.17,-1.35,0.5,1.4
2004,10,16,2004-10-16,-0.06,-2.16,0.5,2.2
2004,10,17,2004-10-17,-0.34,-1.8,0.5,1.8
2004,10,18,2004-10-18,-0.51,-1.22,1.5,1.3
2004,10,19,2004-10-19,-0.65,-0.38,1.5,0.8
2004,10,20,2004-10-20,-0.62,0.39,3.5,0.7
2004,10,21,2004-10-21,-0.58,0.12,2.5,0.6
2004,10,22,2004-10-22,-0.61,-0.78,1.5,1
2004,10,23,2004-10-23,-0.75,-0.65,1.5,1
2004,10,24,2004-10-24,-0.74,0.42,3.5,0.9
2004,10,25,2004-10-25,-0.67,0.62,3.5,0.9
2004,10,26,2004-10-26,-0.6,0.56,3.5,0.8
2004,10,27,2004-10-27,-0.52,0.59,3.5,0.8
2004,10,28,2004-10-28,-0.45,0.32,3.5,0.6
2004,10,29,2004-10-29,-0.45,-0.34,1.5,0.6
2004,10,30,2004-10-30,-0.5,0.17,2.5,0.5
2004,10,31,2004-10-31,-0.39,1.11,4.5,1.2
2004,11,1,2004-11-1,-0.25,0.97,4.5,1
2004,11,2,2004-11-2,-0.17,0.09,3.5,0.2
2004,11,3,2004-11-3,-0.21,-0.18,1.5,0.3
2004,11,4,2004-11-4,-0.19,0.1,3.5,0.2
2004,11,5,2004-11-5,-0.17,0.68,4.5,0.7
2004,11,6,2004-11-6,-0.01,1.37,4.5,1.4
2004,11,7,2004-11-7,0.18,1.97,4.5,2
2004,11,8,2004-11-8,0.47,1.96,4.5,2
2004,11,9,2004-11-9,0.64,0.76,5.5,1
2004,11,10,2004-11-10,0.69,0.54,5.5,0.9
2004,11,11,2004-11-11,0.8,0.76,5.5,1.1
2004,11,12,2004-11-12,0.85,-0.06,6.5,0.9
2004,11,13,2004-11-13,0.76,-1.69,7.5,1.8
2004,11,14,2004-11-14,0.47,-1.89,0.5,1.9
2004,11,15,2004-11-15,0.31,-1.12,0.5,1.2
2004,11,16,2004-11-16,0.18,-0.54,0.5,0.6
2004,11,17,2004-11-17,0.18,0.51,4.5,0.5
2004,11,18,2004-11-18,0.27,0.3,5.5,0.4
2004,11,19,2004-11-19,0.25,-0.06,6.5,0.3
2004,11,20,2004-11-20,0.27,0.31,5.5,0.4
2004,11,21,2004-11-21,0.32,0.5,5.5,0.6
2004,11,22,2004-11-22,0.39,0.39,5.5,0.6
2004,11,23,2004-11-23,0.43,0.34,5.5,0.5
2004,11,24,2004-11-24,0.5,0.95,5.5,1.1
2004,11,25,2004-11-25,0.64,0.57,5.5,0.9
2004,11,26,2004-11-26,0.62,-0.79,7.5,1
2004,11,27,2004-11-27,0.49,-0.24,7.5,0.5
2004,11,28,2004-11-28,0.55,0.02,6.5,0.5
2004,11,29,2004-11-29,0.47,-0.5,7.5,0.7
2004,11,30,2004-11-30,0.45,0.22,5.5,0.5
2004,12,1,2004-12-1,0.5,-0.03,6.5,0.5
2004,12,2,2004-12-2,0.44,-0.53,7.5,0.7
2004,12,3,2004-12-3,0.39,-0.17,7.5,0.4
2004,12,4,2004-12-4,0.38,-0.54,7.5,0.7
2004,12,5,2004-12-5,0.27,-0.32,7.5,0.4
2004,12,6,2004-12-6,0.32,0.74,5.5,0.8
2004,12,7,2004-12-7,0.43,0.55,5.5,0.7
2004,12,8,2004-12-8,0.45,0.28,5.5,0.5
2004,12,9,2004-12-9,0.51,0.49,5.5,0.7
2004,12,10,2004-12-10,0.58,0.49,5.5,0.8
2004,12,11,2004-12-11,0.64,0.51,5.5,0.8
2004,12,12,2004-12-12,0.72,0.98,5.5,1.2
2004,12,13,2004-12-13,0.88,1.08,5.5,1.4
2004,12,14,2004-12-14,0.97,0.25,6.5,1
2004,12,15,2004-12-15,0.93,-0.82,7.5,1.2
2004,12,16,2004-12-16,0.78,-1.19,7.5,1.4
2004,12,17,2004-12-17,0.66,-0.73,7.5,1
2004,12,18,2004-12-18,0.6,-0.05,6.5,0.6
2004,12,19,2004-12-19,0.63,0.24,6.5,0.7
2004,12,20,2004-12-20,0.64,-0.25,6.5,0.7
2004,12,21,2004-12-21,0.56,-0.77,7.5,1
2004,12,22,2004-12-22,0.46,-0.63,7.5,0.8
2004,12,23,2004-12-23,0.38,-1.01,0.5,1.1
2004,12,24,2004-12-24,0.2,-1.39,0.5,1.4
2004,12,25,2004-12-25,0.06,-0.78,0.5,0.8
2004,12,26,2004-12-26,-0.01,-0.57,0.5,0.6
2004,12,27,2004-12-27,-0.1,-0.69,0.5,0.7
2004,12,28,2004-12-28,-0.2,-0.9,0.5,0.9
2004,12,29,2004-12-29,-0.34,-1.45,0.5,1.5
2004,12,30,2004-12-30,-0.52,-0.54,1.5,0.8
2004,12,31,2004-12-31,-0.45,1.28,4.5,1.4
2005,1,1,2005-1-1,-0.27,0.42,3.5,0.5
2005,1,2,2005-1-2,-0.35,-0.45,1.5,0.6
2005,1,3,2005-1-3,-0.33,0.5,3.5,0.6
2005,1,4,2005-1-4,-0.25,0.4,3.5,0.5
2005,1,5,2005-1-5,-0.25,-0.26,1.5,0.4
2005,1,6,2005-1-6,-0.29,-0.08,2.5,0.3
2005,1,7,2005-1-7,-0.22,1.45,4.5,1.5
2005,1,8,2005-1-8,0.07,2.5,4.5,2.5
2005,1,9,2005-1-9,0.4,3,4.5,3
2005,1,10,2005-1-10,0.82,3.08,4.5,3.2
2005,1,11,2005-1-11,1.13,1.44,5.5,1.8
2005,1,12,2005-1-12,1.2,0.04,6.5,1.2
2005,1,13,2005-1-13,1.19,0.16,6.5,1.2
2005,1,14,2005-1-14,1.23,-0.13,6.5,1.2
2005,1,15,2005-1-15,1.16,-0.5,7.5,1.3
2005,1,16,2005-1-16,1.14,0.3,6.5,1.2
2005,1,17,2005-1-17,1.21,0.31,6.5,1.3
2005,1,18,2005-1-18,1.19,-0.6,7.5,1.3
2005,1,19,2005-1-19,1.1,-0.14,6.5,1.1
2005,1,20,2005-1-20,1.17,0.77,5.5,1.4
2005,1,21,2005-1-21,1.24,-0.11,6.5,1.2
2005,1,22,2005-1-22,1.14,-0.87,7.5,1.4
2005,1,23,2005-1-23,1.04,-0.84,7.5,1.3
2005,1,24,2005-1-24,0.91,-1.33,7.5,1.6
2005,1,25,2005-1-25,0.72,-1.33,7.5,1.5
2005,1,26,2005-1-26,0.6,-0.37,7.5,0.7
2005,1,27,2005-1-27,0.59,-0.51,7.5,0.8
2005,1,28,2005-1-28,0.44,-1.43,0.5,1.5
2005,1,29,2005-1-29,0.23,-1.92,0.5,1.9
2005,1,30,2005-1-30,-0.04,-2.03,0.5,2
2005,1,31,2005-1-31,-0.27,-1.58,0.5,1.6
2005,2,1,2005-2-1,-0.42,-0.47,1.5,0.6
2005,2,2,2005-2-2,-0.38,0.85,3.5,0.9
2005,2,3,2005-2-3,-0.2,2.34,4.5,2.3
2005,2,4,2005-2-4,0.21,3.46,4.5,3.5
2005,2,5,2005-2-5,0.66,3.6,4.5,3.7
2005,2,6,2005-2-6,1.1,2.97,4.5,3.2
2005,2,7,2005-2-7,1.38,1.34,5.5,1.9
2005,2,8,2005-2-8,1.45,-0.19,6.5,1.5
2005,2,9,2005-2-9,1.39,-0.28,6.5,1.4
2005,2,10,2005-2-10,1.42,0.82,5.5,1.6
2005,2,11,2005-2-11,1.58,1.54,5.5,2.2
2005,2,12,2005-2-12,1.76,0.68,6.5,1.9
2005,2,13,2005-2-13,1.75,-0.39,6.5,1.8
2005,2,14,2005-2-14,1.72,0.42,6.5,1.8
2005,2,15,2005-2-15,1.85,0.82,5.5,2
2005,2,16,2005-2-16,1.91,0.55,6.5,2
2005,2,17,2005-2-17,2.03,1.37,5.5,2.4
2005,2,18,2005-2-18,2.28,2.53,5.5,3.4
2005,2,19,2005-2-19,2.64,2.62,5.5,3.7
2005,2,20,2005-2-20,2.91,1.67,5.5,3.4
2005,2,21,2005-2-21,3.07,0.88,6.5,3.2
2005,2,22,2005-2-22,3.16,0.55,6.5,3.2
2005,2,23,2005-2-23,3.23,0.58,6.5,3.3
2005,2,24,2005-2-24,3.31,0.87,6.5,3.4
2005,2,25,2005-2-25,3.44,0.71,6.5,3.5
2005,2,26,2005-2-26,3.48,0.16,6.5,3.5
2005,2,27,2005-2-27,3.47,-0.51,6.5,3.5
2005,2,28,2005-2-28,3.37,-0.56,6.5,3.4
2005,3,1,2005-3-1,3.33,-0.49,6.5,3.4
2005,3,2,2005-3-2,3.23,-0.82,6.5,3.3
2005,3,3,2005-3-3,3.15,-0.23,6.5,3.2
2005,3,4,2005-3-4,3.16,-0.18,6.5,3.2
2005,3,5,2005-3-5,3.06,-1.32,7.5,3.3
2005,3,6,2005-3-6,2.83,-1.88,7.5,3.4
2005,3,7,2005-3-7,2.57,-2.55,7.5,3.6
2005,3,8,2005-3-8,2.14,-4.46,7.5,4.9
2005,3,9,2005-3-9,1.5,-4.28,0.5,4.5
2005,3,10,2005-3-10,1.1,-2.32,7.5,2.6
2005,3,11,2005-3-11,0.87,-1.25,7.5,1.5
2005,3,12,2005-3-12,0.73,-1.63,7.5,1.8
2005,3,13,2005-3-13,0.42,-2.8,0.5,2.8
2005,3,14,2005-3-14,0.03,-3.42,0.5,3.4
2005,3,15,2005-3-15,-0.39,-2.12,0.5,2.2
2005,3,16,2005-3-16,-0.49,-0.13,2.5,0.5
2005,3,17,2005-3-17,-0.47,0.31,3.5,0.6
2005,3,18,2005-3-18,-0.43,0.44,3.5,0.6
2005,3,19,2005-3-19,-0.37,0.33,3.5,0.5
2005,3,20,2005-3-20,-0.38,-0.84,1.5,0.9
2005,3,21,2005-3-21,-0.55,-0.87,1.5,1
2005,3,22,2005-3-22,-0.55,0.54,3.5,0.8
2005,3,23,2005-3-23,-0.43,1.59,4.5,1.6
2005,3,24,2005-3-24,-0.19,1.27,4.5,1.3
2005,3,25,2005-3-25,-0.15,-0.44,0.5,0.5
2005,3,26,2005-3-26,-0.28,-1.42,0.5,1.4
2005,3,27,2005-3-27,-0.46,-0.88,1.5,1
2005,3,28,2005-3-28,-0.51,-0.61,1.5,0.8
2005,3,29,2005-3-29,-0.64,-0.92,1.5,1.1
2005,3,30,2005-3-30,-0.77,-1.77,1.5,1.9
2005,3,31,2005-3-31,-1.08,-2.26,1.5,2.5
2005,4,1,2005-4-1,-1.28,-0.81,1.5,1.5
2005,4,2,2005-4-2,-1.28,0.79,3.5,1.5
2005,4,3,2005-4-3,-1.13,1.04,3.5,1.5
2005,4,4,2005-4-4,-1.07,-0.33,2.5,1.1
2005,4,5,2005-4-5,-1.2,-1.3,1.5,1.8
2005,4,6,2005-4-6,-1.35,-0.71,1.5,1.5
2005,4,7,2005-4-7,-1.36,0.76,3.5,1.6
2005,4,8,2005-4-8,-1.19,1.09,3.5,1.6
2005,4,9,2005-4-9,-1.15,-0.67,1.5,1.3
2005,4,10,2005-4-10,-1.34,-1.75,1.5,2.2
2005,4,11,2005-4-11,-1.51,-0.45,2.5,1.6
2005,4,12,2005-4-12,-1.43,1.79,3.5,2.3
2005,4,13,2005-4-13,-1.11,2.24,3.5,2.5
2005,4,14,2005-4-14,-0.88,1.95,3.5,2.1
2005,4,15,2005-4-15,-0.58,2.73,4.5,2.8
2005,4,16,2005-4-16,-0.2,2.82,4.5,2.8
2005,4,17,2005-4-17,0.12,2.12,4.5,2.1
2005,4,18,2005-4-18,0.33,0.7,5.5,0.8
2005,4,19,2005-4-19,0.32,-0.12,6.5,0.3
2005,4,20,2005-4-20,0.33,0.11,6.5,0.4
2005,4,21,2005-4-21,0.35,0.44,5.5,0.6
2005,4,22,2005-4-22,0.45,1.06,5.5,1.2
2005,4,23,2005-4-23,0.6,0.72,5.5,0.9
2005,4,24,2005-4-24,0.63,0.03,6.5,0.6
2005,4,25,2005-4-25,0.63,0.23,6.5,0.7
2005,4,26,2005-4-26,0.69,0.66,5.5,1
2005,4,27,2005-4-27,0.78,0.38,5.5,0.9
2005,4,28,2005-4-28,0.76,-0.84,7.5,1.1
2005,4,29,2005-4-29,0.58,-1.58,0.5,1.7
2005,4,30,2005-4-30,0.4,-0.82,7.5,0.9
2005,5,1,2005-5-1,0.36,-0.43,7.5,0.6
2005,5,2,2005-5-2,0.25,-1.19,0.5,1.2
2005,5,3,2005-5-3,0.05,-1.95,0.5,1.9
2005,5,4,2005-5-4,-0.22,-1.99,0.5,2
2005,5,5,2005-5-5,-0.42,-0.71,1.5,0.8
2005,5,6,2005-5-6,-0.39,0.82,3.5,0.9
2005,5,7,2005-5-7,-0.24,1.39,4.5,1.4
2005,5,8,2005-5-8,-0.05,1.52,4.5,1.5
2005,5,9,2005-5-9,0.14,1.14,4.5,1.1
2005,5,10,2005-5-10,0.25,1.04,4.5,1.1
2005,5,11,2005-5-11,0.42,1.45,4.5,1.5
